vehicle_id,origin,destination
8330,42344,34858
8331,50028,95002
8332,35873,33918
8333,79357,84968
8334,96442,96934
8335,77070,43879
8336,38104,80607
8337,30491,30232
8338,6840,47232
8339,61950,88587
8340,7666,72419
8341,39450,75031
8342,51656,46351
8343,14402,51974
8344,8723,50071
8345,93595,91414
8346,67714,73488
8347,84380,48221
8348,44660,38900
8349,54552,95937
8350,50733,79171
8351,88507,33397
8352,11324,50773
8353,37942,39834
8354,40869,112684
8355,100766,72992
8356,42835,47411
8357,41619,39720
8358,33211,97814
8359,13825,97710
8360,91455,42537
8361,84207,52432
8362,106633,39859
8363,53677,89234
8364,42839,84421
8365,85658,39984
8366,54351,34550
8367,73218,84515
8368,6615,31798
8369,15648,93860
8370,70840,45189
8371,50951,44275
8372,51847,97594
8373,48944,38186
8374,24751,80272
8375,80486,79152
8376,91974,44660
8377,54202,71929
8378,63485,74327
8379,73219,45489
8380,79851,74109
8381,96925,70746
8382,94924,73959
8383,96028,99025
8385,43532,81919
8386,39629,93835
8387,86629,70906
8388,58995,30269
8389,44219,97508
8390,69735,96558
8391,89310,73020
8392,110070,35228
8393,95963,50154
8394,34815,50663
8395,93703,42634
8396,64880,91677
8397,54313,97987
8398,39411,40395
8399,75366,32692
8400,95115,98218
8401,34307,71614
8402,46974,53351
8403,49397,78211
8404,48191,46696
8405,67784,46914
8406,48097,94102
8407,88847,31805
8408,32232,87984
8409,85281,97765
8410,34815,86870
8411,97380,30567
8412,54804,85807
8413,51073,47317
8414,99147,31407
8415,98769,34755
8416,12346,44345
8417,13345,44650
8418,50128,54504
8419,82825,47855
8420,39194,31629
8421,15465,35054
8422,86835,47030
8423,46049,47418
8424,14310,85742
8425,32957,52554
8426,31699,96428
8427,77977,70824
8428,69746,88497
8429,68258,47958
8430,97018,35519
8431,79834,89987
8432,85489,76908
8433,55988,73968
8434,41070,37330
8435,90118,79702
8436,45747,44371
8437,93001,31645
8438,19619,34656
8439,79834,45189
8440,88800,96835
8441,55624,77970
8442,93426,51188
8443,95255,79230
8444,66686,30038
8445,76821,89864
8446,93185,90081
8447,95427,32449
8448,90914,53056
8449,80226,32863
8450,34838,80107
8451,13632,94490
8452,30338,52273
8453,52490,81924
8454,80062,97177
8455,39280,47816
8456,52103,39367
8457,64809,41859
8458,57989,49622
8459,48196,88587
8460,41400,85208
8461,107066,47065
8462,23571,91414
8463,22713,96605
8464,46543,33868
8465,77974,95156
8466,82999,98889
8467,58890,89222
8468,48842,45092
8469,36139,53753
8470,48431,41838
8471,30874,30236
8472,42898,93067
8473,42013,73789
8474,36253,33062
8475,50363,45287
8476,100363,47233
8477,32935,91667
8478,70164,41091
8479,42952,78910
8480,65730,96561
8481,42913,59852
8483,29365,84614
8484,70736,96107
8485,38178,37725
8486,63860,81645
8487,23724,88587
8488,14429,47446
8489,79790,45702
8490,87857,50505
8491,30484,97794
8492,84379,70929
8493,96516,98305
8494,63417,51097
8495,32478,86905
8496,95831,28917
8497,52471,42026
8498,46447,72452
8499,56240,72869
8500,64927,40336
8501,54238,75520
8502,30479,52634
8503,46732,71117
8504,53521,76374
8505,77723,89268
8506,82488,43914
8507,55100,96235
8508,91233,42919
8509,42901,39209
8510,75876,43153
8511,38001,23555
8512,90514,96781
8513,88379,51104
8514,78549,72873
8515,7537,48195
8516,89747,77277
8517,90351,77586
8518,81279,95139
8519,99148,96269
8520,86200,92815
8521,34851,76244
8522,70211,75876
8523,54105,37153
8524,44371,50755
8525,93426,94974
8526,94148,98097
8527,32153,97813
8528,8609,38847
8529,45737,38729
8530,44650,49786
8531,77279,30134
8532,72113,45189
8533,68945,49686
8534,49397,94469
8535,49463,90933
8536,95440,84136
8537,67413,32031
8538,93924,82377
8539,79880,82537
8540,7036,40579
8541,67354,87064
8542,43620,37185
8543,117240,78405
8544,85012,51084
8545,42997,77332
8546,98639,32816
8547,38837,89331
8548,49489,72886
8549,106981,46320
8550,85585,90316
8551,27885,71024
8552,91299,78953
8553,14725,84679
8554,67444,46844
8555,99089,23551
8556,43654,70934
8557,99573,94591
8558,64434,52537
8559,72159,81004
8560,75754,54551
8561,34276,37854
8562,39516,93211
8563,66728,44672
8564,39685,99186
8565,80082,80192
8566,93030,38239
8567,37841,77272
8568,54366,78495
8569,72344,49759
8570,74721,51899
8571,50245,34707
8572,88587,32001
8573,69253,77666
8574,52351,78216
8575,76898,48191
8576,45716,35735
8577,54473,39032
8578,90406,81629
8579,97440,52654
8580,49920,38781
8582,29280,30772
8583,88055,80740
8584,63217,44398
8585,52212,33543
8586,67596,96605
8587,81007,37224
8588,78560,80234
8589,24750,37418
8590,7385,45092
8591,68945,73981
8592,56527,29978
8593,76947,72419
8594,52683,38348
8595,79340,94724
8596,51902,49371
8597,53370,87303
8598,75740,44650
8599,56472,81656
8600,85530,40829
8601,37697,96561
8602,47818,77292
8603,78055,64070
8604,49190,86574
8605,103416,44258
8606,94026,90041
8607,61985,95378
8608,96273,70687
8609,40559,37302
8610,77293,45891
8611,41041,96558
8612,51078,88587
8613,10221,46935
8614,85338,45623
8615,32002,81770
8616,83166,44398
8617,77885,93066
8618,94008,44193
8619,48608,75819
8620,92070,51661
8621,45093,81653
8622,32299,40404
8623,46176,30376
8624,104076,48195
8625,75423,75575
8626,51064,84480
8627,63031,84356
8628,79734,51723
8629,84403,96093
8630,32348,86742
8631,88381,41131
8632,86830,89752
8633,81279,31133
8634,48166,71711
8635,61094,49383
8636,8730,33932
8637,45404,38839
8638,16320,47220
8639,14576,46754
8640,32857,87984
8641,38987,74386
8642,51742,51234
8643,84453,85915
8644,75978,92828
8645,27776,47036
8646,81279,40611
8647,26460,51979
8648,28026,97525
8649,49064,47816
8650,84017,88593
8651,44728,49229
8652,25558,99587
8653,81344,40768
8654,78275,40446
8655,95193,91484
8656,85906,42551
8657,42569,84375
8658,32837,46431
8659,86455,31386
8660,50112,98253
8661,94626,94724
8662,47111,93943
8663,59767,99469
8664,25055,32869
8665,14865,47857
8666,11458,37330
8667,81051,46668
8668,93426,81334
8669,39554,89668
8670,79911,31753
8671,34358,53900
8672,85178,37660
8673,96561,37854
8674,80221,65544
8675,49244,43009
8676,96662,97425
8677,84964,47512
8678,100923,98909
8679,50884,74047
8680,96443,42919
8681,51726,54133
8682,67281,45891
8683,95115,33937
8684,62495,73259
8685,49613,49299
8686,45436,51748
8687,95525,79851
8688,102303,89735
8689,97847,37750
8690,99165,93644
8691,12761,47289
8692,99762,77046
8693,53087,31784
8694,88787,91461
8695,56229,74822
8696,43211,53718
8697,80994,46753
8698,102934,86087
8699,93393,48552
8700,31252,6840
8701,16415,36811
8702,91936,98958
8703,47743,96467
8704,49070,87271
8705,78950,47857
8706,57598,54333
8707,90895,74844
8708,78280,35590
8709,83606,92997
8710,7477,35050
8711,36828,93233
8712,74647,47921
8713,118699,83952
8714,53579,95010
8715,46138,75954
8716,54797,88278
8717,23360,89268
8718,53761,30434
8719,75089,35852
8720,76508,94493
8721,26153,84709
8722,51371,45511
8723,77418,72811
8724,86743,75703
8725,46788,78776
8726,13326,48564
8727,55853,74666
8728,85212,40774
8729,95010,29942
8730,119725,92773
8731,88210,35809
8732,66273,70615
8733,55046,73659
8734,37673,48552
8735,79885,49113
8736,90577,43604
8737,92127,47068
8738,84953,53455
8739,46064,33078
8740,16598,84511
8741,39631,75871
8742,94148,31805
8743,92830,79675
8744,87978,97655
8745,65742,88587
8746,47446,83740
8747,31466,42714
8748,33140,44816
8749,35011,51376
8750,28984,72858
8751,96028,45620
8752,93201,37865
8753,12166,75945
8754,91388,35896
8755,37660,81629
8756,39221,77976
8757,94509,52573
8758,78909,28987
8759,81470,32385
8760,94557,96467
8761,67393,44648
8762,118699,75382
8763,87490,89836
8764,40759,44265
8765,94908,82068
8766,82972,44646
8767,40939,32186
8768,95873,96235
8769,92606,74876
8770,70036,48093
8771,98147,48192
8772,54473,77535
8773,87251,30815
8774,94008,48893
8775,44265,95082
8776,46856,50209
8777,107359,97622
8778,44723,32926
8779,55627,92489
8780,33266,38288
8781,85988,74377
8782,92997,45236
8783,74155,72883
8784,67924,96029
8785,36612,75714
8786,97556,76294
8787,42919,44446
8788,94089,40615
8789,43619,87275
8790,44451,95304
8791,43922,52215
8792,88784,53285
8793,63886,78950
8794,26461,71427
8795,7078,80131
8796,56312,44417
8797,98043,53601
8798,93176,53301
8799,64501,81290
8800,94683,34585
8801,38837,94332
8802,37792,53207
8803,79358,72869
8804,23551,35736
8805,59889,78430
8806,13112,78869
8807,49633,80051
8808,39198,81653
8809,52264,61128
8810,46976,73190
8811,37698,53291
8812,93075,44339
8813,29755,99172
8814,42916,40424
8815,69108,92175
8816,78706,79814
8817,44138,44953
8818,49786,35322
8819,90846,92180
8820,65845,84497
8821,88178,97291
8822,25533,31148
8823,46351,33132
8824,73221,52490
8825,54376,91337
8826,45096,96822
8827,45747,32031
8828,98314,32831
8829,38895,48566
8830,90923,91174
8831,103318,86339
8832,77535,96140
8833,22969,72512
8834,53840,44414
8835,53611,44265
8836,87633,95309
8837,62809,31613
8838,64434,32815
8839,39280,39293
8840,48299,39912
8841,46502,44584
8842,41288,72871
8843,44207,81004
8844,23383,35469
8845,81210,43178
8846,95226,87564
8847,44251,48552
8848,85768,84359
8849,9291,88503
8850,117881,81210
8851,51515,71696
8852,42919,48954
8853,92064,97315
8854,52635,49966
8855,45120,44270
8856,70692,23560
8857,55110,51507
8858,56227,84622
8859,97739,76320
8860,75583,47853
8861,96028,89318
8862,93780,89747
8863,94008,35749
8864,90584,93307
8865,52156,50121
8866,62652,37414
8867,94608,82045
8868,100838,98580
8869,48826,93233
8870,100754,44666
8871,86739,52915
8872,81924,94477
8873,80726,36682
8874,95916,75874
8875,93360,44958
8876,65751,93944
8877,99059,30359
8878,40913,78055
8879,76886,86808
8880,92663,93017
8881,52212,98741
8882,10101,78744
8883,24511,37773
8884,40518,97713
8885,109532,47714
8886,30483,90339
8887,55413,44621
8888,68103,97178
8889,16022,50773
8890,52060,71423
8891,57542,51104
8892,49339,51402
8893,67493,33384
8894,89379,32861
8895,85769,98865
8896,41400,54171
8897,34286,78977
8898,79577,46920
8899,32001,40594
8900,67489,46101
8901,99547,80177
8902,74406,45703
8903,8018,72020
8904,80949,89182
8905,87235,38137
8906,44629,53900
8907,34117,90301
8908,81212,43665
8909,92128,30795
8910,99493,46431
8911,56954,75529
8912,106881,45092
8913,76817,31370
8914,52295,86549
8915,93426,95860
8916,78608,37661
8917,96591,62372
8918,117814,46069
8919,35522,38063
8920,76294,61035
8921,83092,47284
8922,13109,76910
8923,40774,53326
8924,9708,35748
8925,85585,94724
8926,98717,52215
8927,99352,30512
8928,47801,30656
8929,51698,94396
8930,79886,38921
8931,68150,53460
8932,93947,40007
8933,80859,84694
8934,57840,88418
8935,56766,84609
8936,75867,53483
8937,42471,88586
8938,5538,72860
8939,36495,96739
8940,91561,53998
8941,76035,45426
8942,95370,72512
8943,37175,53248
8944,53882,96561
8945,38054,47317
8946,91135,33681
8947,63411,51746
8948,92872,40870
8949,27632,97923
8950,86629,52099
8951,99858,76541
8952,61501,74973
8953,45747,46433
8954,80445,70934
8955,99556,45891
8956,93401,91215
8957,90846,79447
8958,77711,87493
8959,6132,38780
8960,94344,76076
8961,97603,46433
8962,45060,42021
8963,85098,86926
8964,91084,95522
8965,11840,43178
8966,76821,79985
8967,90029,88667
8968,33904,30124
8969,40418,86140
8970,50627,46851
8972,63298,91679
8973,55175,96068
8974,93961,44435
8975,81154,72070
8976,54977,84517
8977,88001,50147
8978,78162,54432
8979,26172,39631
8980,46924,52157
8981,30512,78977
8982,91841,31748
8983,55265,43491
8984,84828,87450
8985,79837,44398
8986,90514,36972
8987,93067,53545
8988,31829,40013
8989,95671,86797
8990,50940,49550
8991,16727,97377
8992,43554,87271
8993,110070,45087
8994,38595,78464
8995,11886,71677
8996,81540,84680
8997,27831,47078
8998,48053,71285
8999,103590,47752
9000,77319,84758
9001,38104,98873
9002,47816,33771
9003,101902,78339
9004,41041,78712
9005,50521,90796
9006,77892,45597
9007,72357,33496
9008,70620,91342
9009,86785,81624
9010,72512,37854
9011,95456,72031
9012,91705,41182
9013,78869,31423
9014,66706,89126
9015,68338,85208
9016,48678,84355
9017,76821,76294
9018,37792,73797
9019,28096,93067
9020,66766,74463
9021,46306,42565
9022,74377,42680
9023,46626,49539
9024,41440,52568
9025,82610,74987
9026,96469,92488
9027,70644,54236
9028,11542,50209
9029,86140,48552
9030,90192,90339
9031,50283,88586
9032,67568,80013
9033,90857,46968
9034,7054,52302
9035,85207,81319
9036,34302,30815
9037,44133,31264
9038,96273,33242
9039,46006,37151
9040,83217,46442
9041,51198,88177
9042,63844,88707
9043,48997,78966
9044,67343,88042
9045,93937,73307
9046,93962,45236
9047,78238,79993
9048,44133,45600
9049,36651,84860
9050,25534,80084
9051,73052,77718
9052,68860,42680
9053,84238,33384
9054,49588,85400
9055,70893,44469
9056,52138,76368
9057,51846,90085
9058,95832,94891
9059,7017,87818
9060,61806,86298
9061,41626,39934
9062,99186,51090
9063,53274,36317
9064,91447,42913
9065,94273,95082
9066,81279,88300
9067,27874,96818
9068,98948,98865
9069,44764,36382
9070,88001,89779
9071,77106,71693
9072,67713,95304
9073,19502,49933
9074,28323,71771
9075,52138,72873
9076,59270,46431
9077,46977,80051
9078,62684,30172
9079,60569,79411
9080,39449,42369
9081,38942,97820
9082,48450,85137
9083,103625,43211
9084,97457,79226
9085,76606,39935
9086,88586,93612
9087,31829,76501
9088,87314,86433
9089,27958,93644
9090,93949,77746
9091,41434,98329
9092,51916,74803
9093,48944,36389
9094,107152,85868
9095,65440,81286
9096,88639,78608
9097,87241,45093
9098,87497,37185
9099,95266,44125
9100,72030,75870
9101,38248,92720
9102,37174,74315
9103,41344,79365
9104,86896,48734
9105,71207,43605
9106,80729,51065
9107,91458,36036
9108,94722,53326
9109,44398,53370
9110,15845,29995
9111,80394,48063
9112,52070,36676
9113,43255,36581
9114,98804,99559
9115,72396,96391
9116,23552,29993
9117,62997,96191
9118,47816,93017
9119,88587,71033
9120,51379,85863
9121,75638,36319
9122,96227,80114
9123,95013,37660
9124,96146,88586
9125,94922,84953
9126,94008,54070
9127,91106,94032
9128,38510,91940
9129,68202,52122
9130,45286,97613
9131,68013,39412
9132,46442,57061
9133,99808,78514
9134,52554,47820
9135,46442,31805
9136,56197,84760
9137,7665,44219
9138,86642,46842
9139,95907,81999
9140,78238,78504
9141,50147,48431
9142,46626,85219
9143,49884,79356
9144,52635,32001
9145,88109,45427
9146,89873,93111
9147,44006,99439
9148,54502,95304
9149,94286,43605
9150,118435,88391
9151,56526,54496
9152,26502,44754
9153,92780,48264
9154,72917,78457
9155,66863,50083
9156,80948,49197
9157,46359,98387
9158,42919,90142
9159,38346,90652
9160,53604,48174
9161,41391,45891
9162,25585,90859
9163,96312,77194
9164,72343,71033
9165,33139,36013
9166,66272,50121
9167,99728,34628
9168,87978,72497
9169,46195,36593
9170,116884,80051
9171,86344,72843
9172,46064,78238
9173,6942,72753
9174,54937,96561
9175,115625,33781
9176,11744,70927
9177,92121,72346
9178,74111,95126
9179,100282,86027
9180,45202,97421
9181,94924,46443
9182,41714,47190
9183,23570,35874
9184,31872,96235
9185,52608,36994
9186,99110,89212
9187,39010,44276
9188,99513,47857
9189,1843,32933
9190,75871,78909
9191,38987,91920
9192,91431,33962
9193,64166,75382
9194,54351,86025
9195,43501,38074
9196,71029,49307
9197,50940,86326
9198,68876,45377
9199,96103,48616
9200,34285,88587
9201,45300,82533
9202,58509,84940
9203,45525,41910
9204,112650,77532
9205,90838,71014
9206,45287,49372
9207,60862,84536
9208,92164,95837
9209,47814,79066
9210,98485,37210
9211,95010,45821
9212,11935,31652
9213,48943,53071
9214,92132,30601
9215,94870,32537
9216,11767,96578
9217,63878,92174
9218,79524,29998
9219,92177,73206
9220,43491,50442
9221,67740,86739
9222,58316,31561
9223,79834,72869
9224,46503,94005
9225,9372,33515
9226,44157,97508
9227,102939,49356
9228,54236,41141
9229,78178,74243
9230,89662,38121
9231,44403,98600
9232,47867,46582
9233,70124,82407
9234,44351,75871
9235,38063,44398
9236,62743,40447
9237,66187,96009
9238,43459,30129
9239,4054,52718
9240,6151,96920
9241,30566,86006
9242,23565,94861
9243,89107,84968
9244,105452,71617
9245,44178,46442
9246,54005,32768
9247,32947,91458
9248,29030,88025
9249,93097,38121
9250,83735,96893
9251,97027,85208
9252,80974,96561
9253,30491,88458
9254,84855,86525
9255,25634,72511
9256,92173,93211
9257,96976,91445
9258,30433,61806
9259,87501,37870
9260,72343,76740
9261,102703,91010
9262,49192,79744
9263,12845,29998
9264,88639,45822
9265,34826,78113
9266,79360,89275
9267,53840,35033
9268,88587,38730
9269,52336,102745
9270,64113,53053
9271,81503,75914
9272,42493,81585
9273,7413,45512
9274,39194,36398
9275,46731,43821
9276,75791,40448
9277,11079,96107
9278,75382,40869
9279,23245,33560
9280,27036,78608
9281,85984,92474
9282,57783,32402
9283,85210,54781
9284,70931,77718
9285,47505,54271
9286,63197,96533
9287,81970,30735
9288,44157,34855
9289,45862,77723
9290,45060,47112
9291,92830,77976
9292,118592,82612
9293,34117,98231
9294,103437,50194
9295,44984,78966
9296,35860,87332
9297,81703,47682
9298,35974,39203
9299,45213,90301
9300,31715,93393
9301,48281,94211
9302,55504,83901
9303,98937,46557
9304,90287,71029
9305,44854,80407
9306,6604,81652
9307,63255,85868
9308,91696,54472
9309,95304,48616
9310,88101,38280
9311,98314,32039
9312,6838,33656
9313,60388,33410
9314,43290,45497
9315,84754,27651
9316,107634,46515
9317,78894,51810
9318,67731,88587
9319,63461,52720
9320,87984,53285
9321,36728,60474
9322,33315,38137
9323,42975,37826
9324,88176,76960
9325,91880,77600
9326,93781,36155
9327,78238,80537
9328,24516,44776
9329,84855,32857
9330,72886,75141
9331,90192,33091
9332,30760,86140
9333,31700,96191
9334,66755,51604
9335,44105,43808
9336,100461,80529
9337,49014,85208
9338,94575,75871
9339,81167,31912
9340,41449,50780
9341,50627,51668
9342,95050,92488
9343,96028,88577
9344,53274,82561
9345,49023,38274
9346,48137,36912
9347,47722,98764
9348,35025,70741
9349,51069,54133
9350,39519,32692
9351,66545,40615
9352,3895,74889
9353,95010,54691
9354,56527,93211
9355,45032,79704
9356,95073,79157
9357,82456,32997
9358,68928,49327
9359,94147,92989
9360,54929,52635
9361,89591,71029
9362,64900,39750
9363,89605,95873
9364,90321,96595
9365,33147,91312
9366,72096,45836
9367,54474,70678
9368,95010,46245
9369,84438,40241
9370,78391,49227
9371,52215,85123
9372,94608,35045
9373,46485,88587
9374,81313,97358
9375,63253,40902
9376,98040,43491
9377,72860,82388
9378,48455,78961
9379,97571,54556
9380,56280,52432
9381,75284,98889
9382,51324,95085
9383,82645,52033
9384,46450,37972
9385,99229,91164
9386,51821,47456
9387,69073,77814
9388,28761,70991
9390,44273,31485
9391,13859,35447
9392,34033,88587
9393,10280,96184
9394,45691,33528
9395,14801,99172
9396,51529,50083
9397,81279,44278
9398,94608,84664
9399,74336,80407
9400,11935,30453
9401,94278,75907
9402,46431,39792
9403,24511,87235
9404,63664,41178
9405,83024,52959
9406,65223,53182
9407,41391,49034
9408,45415,79260
9409,32523,30360
9410,3082,92180
9411,98314,80752
9412,96033,97084
9413,40519,95874
9414,53052,23705
9415,50946,89268
9416,63156,45092
9417,89733,35983
9418,33729,48105
9419,8962,40352
9420,35907,87758
9421,88085,77670
9422,85330,72820
9423,29049,71403
9424,6968,46648
9425,42035,77202
9426,41696,86834
9427,38536,82323
9428,43963,88587
9429,53881,71084
9430,63671,47775
9431,72342,45897
9432,94267,32692
9433,61096,89222
9434,99727,72100
9435,42744,84802
9436,75382,88813
9437,19558,30197
9438,46863,34223
9439,41073,92640
9440,98431,33873
9441,86806,36888
9442,23968,78227
9443,88375,31806
9444,43182,32944
9445,11887,38744
9446,48606,44981
9447,64870,52358
9448,117885,96616
9449,55691,95082
9450,11838,33406
9451,53349,53246
9452,85427,42664
9453,96990,32302
9454,85684,72100
9455,95048,37185
9456,54357,78738
9457,61147,94986
9458,94287,30269
9459,117055,35881
9460,71293,80407
9461,96729,53718
9462,36599,80220
9463,33340,88685
9464,47726,72682
9465,50627,80394
9466,42919,77535
9467,99170,43985
9468,77303,31696
9469,78869,34411
9470,91377,74514
9471,44082,35461
9472,32815,87216
9473,78869,41129
9474,116880,32326
9475,53285,93985
9476,86282,93078
9477,82537,78979
9478,98427,90876
9479,55658,96464
9480,64909,48191
9481,32554,76197
9482,87268,82369
9483,100328,81875
9484,79897,34953
9485,83321,38206
9486,86859,95303
9487,41568,43853
9488,57001,39863
9489,89140,71068
9490,41573,99133
9491,98500,88074
9492,92474,90895
9493,84838,49621
9494,98605,38361
9495,13870,89240
9496,42759,89739
9497,15384,37772
9498,85814,80200
9499,53286,73209
9500,70194,85208
9501,49465,41271
9502,70164,42473
9503,100359,51636
9504,30491,53053
9505,100800,94161
9506,44234,32377
9507,68093,33729
9508,80512,49975
9509,98082,96571
9510,84953,75064
9511,72855,84480
9512,45000,37726
9513,93211,47112
9514,90914,23566
9515,12742,81328
9516,34783,41158
9517,27013,75491
9518,66162,36052
9519,36538,52213
9520,38932,52635
9521,88813,99601
9522,43972,54474
9523,43478,50209
9524,45340,29983
9525,93362,72881
9526,56687,32377
9527,31444,74785
9528,60854,98739
9529,71230,72869
9530,57960,32839
9531,97315,72880
9532,68065,98785
9533,33140,33305
9534,81685,32894
9535,95115,73464
9536,68339,48078
9537,42178,54103
9538,94156,32414
9539,43074,97093
9540,98458,75106
9541,63173,50209
9542,26460,36588
9543,96028,96561
9544,80889,79237
9545,46240,102509
9546,96363,89752
9547,74000,36100
9548,14313,89842
9549,41041,52432
9550,76717,37660
9551,81167,87171
9552,41037,89741
9553,62476,45942
9554,26476,53141
9555,9333,84706
9556,45939,87943
9557,73174,40493
9558,88100,40432
9559,68012,30377
9560,99621,30236
9561,119374,54751
9562,67448,52487
9563,49837,89520
9564,94870,49621
9565,24721,72356
9566,69269,72100
9567,90394,74531
9568,50047,86318
9569,47259,86143
9570,30478,74918
9571,79297,67888
9572,96722,78942
9573,87217,84688
9574,41527,72855
9575,82972,37131
9576,49621,75106
9577,97306,95013
9578,96911,96558
9579,68798,96367
9580,36606,94147
9581,31952,37773
9582,98288,72866
9583,47726,51247
9584,63127,78776
9585,116020,44193
9586,26866,88586
9587,73262,119217
9588,14423,84973
9589,39695,75497
9590,97256,46245
9591,93773,53306
9592,56843,37185
9593,49259,32868
9594,63858,30690
9595,44417,33784
9596,86766,86323
9597,69321,39204
9598,37242,54516
9599,68502,35040
9600,95427,79702
9601,78248,84970
9602,32687,79520
9603,43325,34815
9604,90290,70678
9605,91401,77366
9606,42835,93224
9607,52394,116836
9608,117686,33305
9609,11079,50442
9610,84059,95868
9611,45893,72882
9612,81147,46749
9613,40168,49357
9614,78004,96781
9615,87979,39029
9616,80970,75034
9617,48606,29999
9618,107357,96029
9619,97508,95115
9620,34524,90319
9621,12392,34578
9622,60395,48228
9623,76005,71785
9624,30491,53285
9625,27306,82457
9626,56298,41271
9627,36223,84618
9628,66254,45281
9629,92164,94286
9630,16415,41861
9631,39281,88418
9632,85185,45932
9633,63302,84970
9634,86242,73369
9635,100835,41130
9636,80480,89300
9637,68904,73445
9638,88255,50347
9639,65650,47665
9640,115027,85712
9641,23690,72589
9642,86298,78641
9643,93690,89293
9644,94981,49042
9645,102693,92747
9646,77535,94995
9647,49938,73748
9648,50182,36155
9649,81120,84512
9650,63280,85743
9651,62377,77977
9652,46438,93113
9653,77824,50124
9654,74717,52301
9655,59211,35787
9656,51344,32857
9657,96828,98184
9658,81177,32989
9659,83430,74220
9660,43439,31762
9661,42919,73975
9662,27304,93244
9663,26674,31423
9664,53326,80118
9665,91497,40521
9666,88056,81886
9667,77710,37806
9668,33356,91148
9669,77255,77334
9670,24832,30378
9671,39595,34639
9672,42498,47813
9673,53891,87943
9674,80399,42971
9675,84110,49463
9676,30479,52950
9677,79530,84793
9678,38658,95918
9679,44444,52252
9680,34981,51985
9681,79310,48193
9682,67391,31329
9683,13168,48431
9684,32610,94599
9685,51326,32687
9686,46438,32205
9687,88774,37163
9688,15626,30098
9689,53627,37736
9690,33514,37163
9691,48999,88106
9692,75871,94869
9693,48199,52635
9694,68339,47489
9695,91188,49357
9696,117509,40568
9697,26554,30602
9698,45449,53066
9699,48163,92262
9700,93782,33728
9701,88849,85803
9702,66644,47683
9703,40791,86490
9704,96467,35003
9705,79922,78950
9706,56142,78216
9707,39220,89779
9708,26359,98236
9709,32177,34677
9710,43182,73063
9711,92055,71403
9712,57918,89905
9713,14344,35046
9714,49055,32662
9715,43230,97177
9716,91457,36761
9717,31424,52100
9718,77401,43831
9719,11633,53717
9720,76891,93080
9721,44351,91371
9722,93466,38499
9723,84379,64484
9724,98498,44269
9725,97143,75738
9726,89605,81586
9727,39698,48400
9728,29713,48199
9729,95013,53547
9730,68192,38760
9731,50626,52039
9732,96099,37143
9733,9600,72347
9734,47857,38321
9735,95370,53421
9736,94165,87308
9737,71431,43321
9738,92653,31036
9739,43810,53326
9740,48199,102704
9741,81926,96235
9742,97325,84758
9743,63392,84372
9744,51599,38248
9745,52214,94629
9746,99716,37853
9747,44606,39845
9748,64834,72882
9749,71225,73299
9750,45483,52693
9751,65464,93087
9752,49634,35244
9753,86382,99628
9754,34381,46679
9755,50776,98865
9756,78869,40422
9757,62501,37849
9758,33291,30952
9759,83051,53285
9760,108025,38447
9761,42213,45707
9762,86323,43604
9763,22838,51870
9764,95417,35449
9765,93912,47909
9766,98777,52635
9767,56221,34554
9768,13347,75876
9769,45891,45341
9770,96586,36695
9771,46732,81366
9772,8255,36838
9773,47896,86004
9774,39867,51600
9775,85801,81954
9776,34583,97443
9777,40125,30309
9778,79606,44451
9779,52308,88428
9780,67689,38761
9781,78275,45942
9782,38650,82373
9783,7764,90142
9784,82070,91720
9785,45470,45703
9786,39280,39209
9787,43144,91377
9788,83750,75453
9789,84359,32381
9790,51515,48229
9791,98321,70934
9792,46260,35499
9793,82119,44566
9794,53611,92162
9795,86537,78608
9796,49147,79010
9797,69320,30601
9798,97366,52311
9799,44723,96175
9800,30482,84973
9801,32926,98420
9802,44127,34402
9803,50418,49122
9804,30236,32540
9805,82428,86222
9806,103316,32784
9807,54311,51402
9808,82896,34463
9809,90786,97392
9810,91653,47199
9811,77415,90142
9812,85541,44124
9813,97547,95082
9814,97171,36317
9815,61137,99239
9816,69541,88086
9817,67324,97545
9818,93395,42699
9819,82825,84528
9820,68889,75376
9821,88110,82453
9822,85671,47064
9823,80897,38268
9824,60047,38690
9825,95939,98889
9826,71695,84557
9827,81287,82990
9828,55628,42369
9829,76853,73466
9830,53840,74036
9831,83730,85868
9832,87235,39726
9833,46788,76355
9834,45817,37302
9835,43468,75282
9836,91932,47501
9837,37449,82278
9838,51529,71844
9839,38997,34855
9840,86371,47164
9841,99513,53225
9842,79791,31653
9843,81628,44841
9844,92643,36100
9845,105097,36599
9846,50220,84970
9847,83016,97008
9848,95658,95514
9849,94559,44898
9850,39194,33397
9851,11878,38321
9852,78227,52355
9853,42336,79578
9854,32561,79039
9855,44127,93213
9856,37826,91338
9857,49293,74971
9858,96359,48455
9859,48755,98027
9860,16320,98420
9861,51658,32540
9862,99622,36908
9863,95921,51322
9864,87984,71496
9865,94140,33397
9866,27061,31423
9867,80729,46856
9868,102096,47228
9869,84131,79841
9870,75087,88586
9871,45893,37369
9872,70663,30359
9873,92335,48540
9874,105468,78521
9875,30235,43062
9876,11079,72753
9877,38104,84866
9878,31966,78756
9879,97248,49357
9880,90382,48786
9881,10751,35959
9882,37709,77390
9883,40841,82536
9884,42740,45915
9885,47915,85109
9886,102509,36694
9887,54474,87818
9888,50083,41631
